,0
0,ACKR1
1,ACOD1
2,ADGRL2
3,ADGRL4
4,AFF3
5,AHR
6,AICDA
7,APOE
8,AQP1
9,ARHGAP18
10,ATXN1
11,AZU1
12,B3GALNT1
13,B3GAT1
14,BATF3
15,BCL2
16,BCL6
17,BMPR2
18,BTLA
19,BTNL9
20,C7
21,CA4
22,CADM1
23,CCL22
24,CCR4
25,CCR6
26,CCR7
27,CD14
28,CD163
29,CD19
30,CD1A
31,CD1C
32,CD1D
33,CD2
34,CD200
35,CD207
36,CD209
37,CD226
38,CD24
39,CD27
40,CD28
41,CD33
42,CD36
43,CD38
44,CD3D
45,CD3E
46,CD3G
47,CD4
48,CD40
49,CD40LG
50,CD44
51,CD58
52,CD68
53,CD69
54,CD79A
55,CD79B
56,CD80
57,CD86
58,CD8A
59,CD8B
60,CDH1
61,CEACAM8
62,CEBPA
63,CLEC10A
64,CLEC14A
65,CLEC4A
66,CLEC4C
67,CLEC9A
68,CLU
69,COL15A1
70,CPE
71,CPXM2
72,CR1
73,CR2
74,CSF3R
75,CTLA4
76,CTSG
77,CX3CR1
78,CXCL10
79,CXCL13
80,CXCL16
81,CXCL9
82,CXCR1
83,CXCR2
84,CXCR3
85,CXCR4
86,CXCR5
87,CYP3A5
88,DKK3
89,DPP4
90,DTX1
91,EBF1
92,EDA
93,EDNRB
94,EFEMP1
95,ELANE
96,ENG
97,ENPP1
98,ENPP3
99,ENTPD1
100,EOMES
101,EPAS1
102,EPCAM
103,ESAM
104,EXPH5
105,FAS
106,FCER1A
107,FCER1G
108,FCER2
109,FCGR1A
110,FCGR1B
111,FCGR2A
112,FCGR2B
113,FCGR3A
114,FCGR3B
115,FCN3
116,FCRL5
117,FFAR4
118,FLRT2
119,FLT1
120,FOXP3
121,FSCN1
122,FUT4
123,GATA2
124,GATA3
125,GZMA
126,GZMB
127,GZMK
128,HDAC9
129,HDC
130,HLA-DMA
131,HLA-DMB
132,HLA-DOB
133,HLA-DPA1
134,HLA-DPB1
135,HLA-DQA1
136,HLA-DQB1
137,HLA-DRA
138,HNF1A
139,HPGD
140,ICOS
141,ID2
142,IFI27
143,IFNG
144,IGFBP7
145,IGHA1
146,IGHA2
147,IGHD
148,IGHG1
149,IGHG2
150,IGHG3
151,IGHG4
152,IGHM
153,IL10
154,IL12B
155,IL12RB1
156,IL15
157,IL17A
158,IL17B
159,IL17F
160,IL17RB
161,IL18R1
162,IL1R1
163,IL1R2
164,IL1RL1
165,IL21
166,IL23A
167,IL23R
168,IL2RA
169,IL2RB
170,IL3RA
171,IL6
172,IL6R
173,IL6ST
174,IL7R
175,IRF4
176,IRF7
177,IRF8
178,ITGA5
179,ITGAE
180,ITGAL
181,ITGAM
182,ITGAX
183,ITM2A
184,JCHAIN
185,KIAA1217
186,KIT
187,KLF4
188,KLRB1
189,KLRC1
190,KLRC2
191,KLRD1
192,KLRF1
193,KLRG1
194,KLRK1
195,LAG3
196,LAMP3
197,LILRA2
198,LILRA4
199,LILRB1
200,LILRB4
201,LIMS2
202,LTA
203,LTF
204,MAFB
205,MARCO
206,MCTP1
207,MFGE8
208,MKI67
209,MME
210,MMRN1
211,MPO
212,MRC1
213,MS4A1
214,MS4A2
215,MSR1
216,NCALD
217,NCAM1
218,NCR1
219,NCR2
220,NCR3
221,NOTCH2
222,NRP1
223,NRXN3
224,NT5E
225,OLFM1
226,PCDH17
227,PDCD1
228,PDE7B
229,PDZRN4
230,PKHD1L1
231,PLAT
232,PLVAP
233,PRDM1
234,PRF1
235,PRKG1
236,PRSS3
237,PTGDR
238,PTGDR2
239,PTGS1
240,RCSD1
241,RGCC
242,RORC
243,RUNX3
244,RXRA
245,S100A4
246,S100A8
247,S100A9
248,S1PR1
249,S1PR4
250,SDC1
251,SELL
252,SHROOM4
253,SIRPA
254,SLAMF6
255,SLAMF7
256,SLC6A4
257,SLCO2A1
258,SOSTDC1
259,SPI1
260,TACSTD2
261,TBX2
262,TBX21
263,TCF3
264,TCF4
265,TGFB1
266,TGFB2
267,TGFBR1
268,TGFBR2
269,TGFBR3
270,THBD
271,TLR2
272,TLR4
273,TNFRSF10A
274,TNFRSF17
275,TNFRSF18
276,TNFRSF21
277,TNFRSF9
278,TNFSF11
279,TNFSF18
280,TOX
281,TPD52L1
282,TPSAB1
283,TPSB2
284,TPSD1
285,TRAC
286,TRBC1
287,TRBC2
288,TRDC
289,TRGC1
290,TRGC2
291,TSHZ2
292,VASP
293,VWA1
294,VWF
295,XBP1
296,XCR1
297,ZBTB20
298,ZEB2
299,ZNF385D
