,0
0,ACKR1
1,ACOD1
2,ADGRF5
3,ADGRL2
4,ADGRL4
5,AFF3
6,AHR
7,AICDA
8,APOE
9,AQP1
10,ARHGAP18
11,ATXN1
12,AZU1
13,B3GALNT1
14,B3GAT1
15,BATF3
16,BCL2
17,BCL6
18,BMPR2
19,BTLA
20,BTNL9
21,C7
22,CA4
23,CADM1
24,CCL22
25,CCR4
26,CCR6
27,CCR7
28,CD14
29,CD163
30,CD19
31,CD1A
32,CD1C
33,CD1D
34,CD2
35,CD200
36,CD207
37,CD209
38,CD226
39,CD24
40,CD27
41,CD28
42,CD33
43,CD36
44,CD38
45,CD3D
46,CD3E
47,CD3G
48,CD4
49,CD40
50,CD40LG
51,CD44
52,CD58
53,CD68
54,CD69
55,CD79A
56,CD79B
57,CD80
58,CD86
59,CD8A
60,CD8B
61,CDH1
62,CDH11
63,CEACAM8
64,CEBPA
65,CLEC10A
66,CLEC14A
67,CLEC4A
68,CLEC4C
69,CLEC9A
70,CLU
71,COL15A1
72,CPE
73,CPXM2
74,CR1
75,CR2
76,CSF3R
77,CTLA4
78,CTSG
79,CX3CR1
80,CXCL10
81,CXCL13
82,CXCL16
83,CXCL9
84,CXCR1
85,CXCR2
86,CXCR3
87,CXCR4
88,CXCR5
89,CYP3A5
90,DKK3
91,DPP4
92,DTX1
93,EBF1
94,EDA
95,EDNRB
96,EFEMP1
97,ELANE
98,ENG
99,ENPP1
100,ENPP3
101,ENTPD1
102,EOMES
103,EPAS1
104,EPCAM
105,ESAM
106,EXPH5
107,FAS
108,FCER1A
109,FCER1G
110,FCER2
111,FCGR1A
112,FCGR1B
113,FCGR2A
114,FCGR2B
115,FCGR3A
116,FCGR3B
117,FCN3
118,FCRL5
119,FDCSP
120,FFAR4
121,FLRT2
122,FLT1
123,FOXP3
124,FSCN1
125,FUT4
126,GATA2
127,GATA3
128,GZMA
129,GZMB
130,GZMK
131,HDAC9
132,HDC
133,HLA-DMA
134,HLA-DMB
135,HLA-DOB
136,HLA-DPA1
137,HLA-DPB1
138,HLA-DQA1
139,HLA-DQB1
140,HLA-DRA
141,HNF1A
142,HPGD
143,ICOS
144,ID2
145,ID3
146,IFI27
147,IFNG
148,IGFBP7
149,IGHA1
150,IGHA2
151,IGHD
152,IGHG1
153,IGHG2
154,IGHG3
155,IGHG4
156,IGHM
157,IL10
158,IL12B
159,IL12RB1
160,IL15
161,IL17A
162,IL17B
163,IL17F
164,IL17RB
165,IL18R1
166,IL1R1
167,IL1R2
168,IL1RL1
169,IL21
170,IL23A
171,IL23R
172,IL2RA
173,IL2RB
174,IL3RA
175,IL6
176,IL6R
177,IL6ST
178,IL7R
179,IRF4
180,IRF7
181,IRF8
182,ITGA5
183,ITGAE
184,ITGAL
185,ITGAM
186,ITGAX
187,ITM2A
188,JCHAIN
189,KIAA1217
190,KIT
191,KLF4
192,KLRB1
193,KLRC1
194,KLRC2
195,KLRD1
196,KLRF1
197,KLRG1
198,KLRK1
199,LAG3
200,LAMP3
201,LILRA2
202,LILRA4
203,LILRB1
204,LILRB4
205,LIMS2
206,LTA
207,LTF
208,MAFB
209,MARCO
210,MCTP1
211,MFGE8
212,MKI67
213,MME
214,MMRN1
215,MPO
216,MRC1
217,MS4A1
218,MS4A2
219,MSR1
220,NCALD
221,NCAM1
222,NCR1
223,NCR2
224,NCR3
225,NOTCH2
226,NRP1
227,NRXN3
228,NT5E
229,OLFM1
230,PCDH17
231,PDCD1
232,PDE7B
233,PDZRN4
234,PKHD1L1
235,PLAT
236,PLVAP
237,PRDM1
238,PRF1
239,PRKG1
240,PRSS3
241,PTGDR
242,PTGDR2
243,PTGS1
244,RCSD1
245,RGCC
246,RORC
247,RUNX3
248,RXRA
249,S100A4
250,S100A8
251,S100A9
252,S1PR1
253,S1PR4
254,SDC1
255,SELL
256,SHROOM4
257,SIRPA
258,SLAMF6
259,SLAMF7
260,SLC6A4
261,SLCO2A1
262,SOSTDC1
263,SPI1
264,TACSTD2
265,TBX2
266,TBX21
267,TCF3
268,TCF4
269,TGFB1
270,TGFB2
271,TGFBR1
272,TGFBR2
273,TGFBR3
274,THBD
275,TLR2
276,TLR4
277,TNFRSF10A
278,TNFRSF17
279,TNFRSF18
280,TNFRSF21
281,TNFRSF9
282,TNFSF11
283,TNFSF18
284,TOX
285,TPD52L1
286,TPSAB1
287,TPSB2
288,TPSD1
289,TRAC
290,TRBC1
291,TRBC2
292,TRDC
293,TRGC1
294,TRGC2
295,TSHZ2
296,VASP
297,VWA1
298,VWF
299,XBP1
300,XCR1
301,ZBTB20
302,ZEB2
303,ZNF385D
